job_title|company_name|location|salary|duties|date_published|

RPN - Telemedicine - Medical Cannabis - Newfoundland|Pathway Health|St. John's, NL•Remote|$23 an hour|TCN CTE participates in the provision of health care to patients by applying clinical, cannabinoid knowledge, nursing skills, and judgment to assess patient…|Posted20 days ago
General Offshore Labourer|Puglisevich Canada|St. John's, NL|Null|Null|Null
WHEELSMAN|UNIFOR LOCAL 4401|St. John's, NL|$2,000 a week|We have both Full time and relief work available for qualified candidates.Job Types: Full-time, Permanent.Must have double vaccination status.|Posted30+ days ago
newfood and beverage server|J.Co Holdings Inc.|St. John's, NL|$14.40 an hour|Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings.Clear and clean tables, trays and chairs.|Posted6 days ago
kitchen helper|Bridie Molloys|St. John's, NL|$12.75 an hour|Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.Handle and store cleaning products.Up to 13.5 kg (30 lbs).|Posted21 days ago
Dental Office Receptionist|EPIC Dental|St. John's, NL|$16 - $23 an hour|Answering and routing phone calls.We follow all the guidelines to keep our team members, and the patients safe.Ability to use practice management software.|Posted22 days ago
Sales Associate|Torrid|St. John's, NL|Null|Null|Null
Office Administration|Peter Pan Sales Ltd|Mount Pearl, NL|$15 - $18 an hour|Ability to learn new products and relate to customers buying patterns to ensure accuracy of entering orders and exceptional customer service.|Posted27 days ago
newThird Officers|Marine Atlantic Inc.|Channel-Port aux Basques, NL|Null|Null|Null
Parts Person|73334 3339|Wabush, NL|$17 an hour|All customers are required to wear a mask at all times.DUTIES INCLUDED BUT NOT LIMITED TO ARE AS FOLLOWS, DEALING WITH CUSTOMERS CHECKING IN PARTS AND TAKING…|Posted26 days ago
cleaner|Stella Burry Community Services|St. John's, NL|$16.92 - $18.61 an hour|Driver's validity licence check.Address customers' complaints or concerns.Clean changing rooms and showers.Pick up debris and empty trash containers.|Posted30+ days ago
Carpenters|Pyramid Construction|St. John's, NL|Null|Null|Null
delivery driver|Turnbulls Home Hardware Limited|L'anse Au Clair, NL|$12.75 - $15.00 an hour|Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle.Record trip information such as vehicle mileage, fuel costs and any…|Posted11 days ago
newQuartermasters|Marine Atlantic Inc.|Channel-Port aux Basques, NL|Null|Null|Null
Parts Person|73334 3339|Wabush, NL|$17 an hour|All customers are required to wear a mask at all times.DUTIES INCLUDED BUT NOT LIMITED TO ARE AS FOLLOWS, DEALING WITH CUSTOMERS CHECKING IN PARTS AND TAKING…|EmployerActive 7 days ago
cleaner|Stella Burry Community Services|St. John's, NL|$16.92 - $18.61 an hour|Driver's validity licence check.Address customers' complaints or concerns.Clean changing rooms and showers.Pick up debris and empty trash containers.|Posted30+ days ago
Carpenters|Pyramid Construction|St. John's, NL|Null|Null|Null
delivery driver|Turnbulls Home Hardware Limited|L'anse Au Clair, NL|$12.75 - $15.00 an hour|Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle.Record trip information such as vehicle mileage, fuel costs and any…|Posted11 days ago
newQuartermasters|Marine Atlantic Inc.|Channel-Port aux Basques, NL|Null|Null|Null
newGeneral Labourer|TDI International AG Inc/XGD Systems|Badger, NL|$20 an hour|A leading contractor in sports field construction, golf course construction, and playground construction is looking for equipment operators and general…|Posted5 days ago
First Officer AMSD|PAL Aerospace|St. John's, NL|Null|Null|Null
newRecords Administrative Coordinator|Eastern Academy|St. John's, NL|$31,000 a year|As one of the Key administrative roles at the campus level, the person in this position will be responsible for the appropriate management, recording, and…|Posted3 days ago
Delivery Driver|Dental Crafts Ltd.|Mount Pearl, NL|$14 - $16 an hour|Delivery driver to pick up and deliver small packages to our customers offices in St.John's metro and surrounding area.Part-time hours: 18-40 per week.|EmployerActive 6 days ago
Room Attendant|GDI Services (Canada) LP|St. John's, NL|$17.23 an hour|GDI Services (Canada) LP is committed to accommodating applicant’s with disabilities up to the point of undue hardship during the recruitment, assessment and…|EmployerActive 4 days ago
cleaner, light duty|Abba Inn Gower House|St. John's, NL|$17 an hour|Attend to guests' requests for extra supplies or other items.Wash windows, walls and ceilings.Clean changing rooms and showers.Make beds and change sheets.|Posted30+ days ago
Fresh Food|Walmart Canada|Grand Falls-Windsor, NL|Null|Null|Null
community social development officer|Fédération des francophones de Terre-Neuve et du...|St. John's, NL|$42,000 - $48,000 a year|Driver's validity licence check.Travel expenses paid by employer.Staff in various areas of responsibility.|Posted20 days ago
kitchen helper|Awesome Enterprises Ltd|Mount Pearl, NL|$12.75 an hour|Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.Handle and store cleaning products.|Posted24 days ago
Customer Experience Representative|Indigo Books & Music|Newfoundland and Labrador|Null|Null|Null
Heavy Duty Equipment Technician|City of St. John's|St. John's, NL|$34.85 an hour|Language testing – Must have taken the approved language testing for Atlantic Immigration Program which is less than 2 years old and meets the level the program…|Posted30+ days ago
newtheatre usher|St. John's Sports & Entertainment Ltd.|St. John's, NL|$13.25 an hour|Entertainment complex (music, sports, games, etc.).|Posted7 days ago
newTerritory Manager – NL (03-2279)|Atlantic Lottery|St. John's, NL|Null|Null|Null
Admissions Officer|Academy Canada Career College|St. John's, NL|$35,905 - $67,840 a year|Candidates are expected to travel , have access to their own personal vehicle and possess a valid driver’s license.Job Types: Full-time, Permanent.|Posted12 days ago
child and youth worker|Blue Sky Family Care Ltd.|St. John's, NL+4 locations|$17.63 an hour|Develop, co-ordinate and implement the delivery of specific services within the community.Liaise with other social services agencies and health care providers…|Posted24 days ago
fast-food service attendant|Peyton Food Services Ltd.|Grand Falls-Windsor, NL|$12.75 - $14.00 an hour|Use manual and electrical appliances to clean, peel, slice and trim foodstuffs.Stock refrigerators and salad bars.Prepare, heat and finish simple food items.|Posted30+ days ago
newCertified Engine Room Assistants|Marine Atlantic Inc.|Channel-Port aux Basques, NL|Null|Null|Null
Construction Coordinator|North Star Associates Inc.|Wabush, NL|Null|Null|Null
Casual Operations Worker|Kruger|Corner Brook, NL|Null|Null|Null
On-Call Courier Driver|Call Courier Driver - MBW Courier|Corner Brook, NL|Null|Null|Null
newClerk Typist III - Permanent hrs/day|Newfoundland & Labrador English School District|Bay Roberts, NL|$23.13 - $25.60 an hour|Completion of a 2-year diploma/certificate program from a recognized post-secondary institution in Office/Business Administration.|Posted6 days ago
AB Seafarer/Deckhand|Puglisevich Canada|St. John's, NL|Null|Null|Null
Driller Helper|Logan Drilling Limited|St. John's, NL|Null|Null|Null
Day Cleaner|EyeForDetail inc.|St. John's, NL|$13.50 - $15.00 an hour|You need your own car for this job.*._WORK 3 HOURS GET PAID FOR 4 HOURS!_*.Clean washrooms, mop floors and refill supplies if needed.|Posted21 days ago
Seasonal Customer Experience Representative|Indigo Books & Music|Newfoundland and Labrador|Null|Null|Null
Seasonal Customer Experience Representative|Indigo Books & Music|Newfoundland and Labrador|Null|Null|Null
newsupervisor, crew schedulers|Garda Canada Security Corp.|St. John's, NL|$18 an hour|Co-ordinate, assign and review work.Business Equipment and Computer Applications.Train workers in duties and policies.|Posted6 days ago
Client Registration Assistant (Remote)|Fonemed|St. John's, NL•Remote|$15 an hour|No cold calling or sales required (calls are 95% inbound.Office administration or medical office administration certificate or diploma is considered an asset…|Posted30+ days ago
Snow Removal|Krown Property Investments Inc.|St. John's, NL|$20 an hour|Hours may involve early/late shifts.Shovel snow and remove ice from walkways, parking areas, driveways, etc.Job Types: Part-time, Temporary.|EmployerActive 1 day ago
Computer Support Specialist|Genoa Design International|Mount Pearl, NL|Null|Null|Null
Kennel Attendant|Terra Nova Kennels Inc.|Clarkes Beach, NL|$14 an hour|Duties are mostly cleaning based with some entry level guest care.We are looking for an energetic, outgoing, driving person to join our team for the holiday…|EmployerActive 2 days ago
newcleaner|St. John's Sports & Entertainment Ltd.|St. John's, NL|$15.25 an hour|Vacuum carpeting, area rugs, draperies and upholstered furniture.Handle and report lost and found items.Pick up debris and empty trash containers.|Posted7 days ago
newSupervisor, Field|SMS Equipment Inc.|Wabush, NL|Null|Null|Null
boat assembler|Green Bay Fibre Products ltd|King's Point, NL|$19.93 - $23.00 an hour|Cut, shape and join timber pieces or assemble pre-cut timber pieces to make wooden boats.Mark defects to be repaired.Make minor adjustments and repairs.|Posted30+ days ago
Conseiller(ère) succès client - 100% télétravail|Boréalis Stakeholder Engagement Software|St. John's, NL•Remote|$45,000 - $65,000 a year|Analyser le niveau d’utilisation du système par le client, définir les objectifs d’utilisation et mettre en place la stratégie adéquate.|EmployerActive 4 days ago
newData Entry|Advantage Group|St. John's, NL|$17 an hour|Answer phones and direct calls to appropriate personnel.Receive and process data entry work.Receive, enter, and maintain numerical data.|Posted5 days ago
kitchen helper|CG West Holdings Inc.|Mount Pearl, NL|$13 an hour|Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.Handle and store cleaning products.|Posted30+ days ago
cleaner|PHILROBBEN JANITORIAL LIMITED|Grand Falls-Windsor, NL|$14 an hour|Vacuum carpeting, area rugs, draperies and upholstered furniture.Pick up debris and empty trash containers.Sweep, mop, wash and polish floors.|Posted14 days ago
waiter/waitress|Fahey Building Limited|Happy Valley-Goose Bay, NL|$14.50 an hour|Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings.Balance cash and record sales.|Posted30+ days ago
Team Member|Tim Hortons | Amity Foods Inc|St. John's, NL|Null|Null|Null
newSmoking Cessation Program Coordinator|Eastern Health|St. John's, NL|$67,774 - $88,106 a year|; coordinating implementation of smoking cessation forms, policies and guidelines in respective clinical areas and maintaining all program records; conducting…|Posted4 days ago
RCMP Detention Guard - Stephenville|Commissionaires|Stephenville, NL+4 locations|Null|Null|Null
Program and Event Coordinator|Business and Arts NL|St. John's, NL•Remote|$20 an hour|You will be responsible for writing copy and advertising these initiatives, recruiting participants from both the arts and business sectors, working with…|Posted11 days ago
Service Advisor|Coastal Outdoors Clarenville|Clarenville, NL|Null|Null|Null
Warehouse Support|Graybar|St. John's, NL|Null|Null|Null
Merchandising|Walmart Canada|Marystown, NL|Null|Null|Null
plant manager|St. Anthony Seafoods Limited|St. Anthony, NL|$80,000 - $120,000 a year|Hire, supervise and train or oversee training of employees in the use of new equipment or production techniques.|Posted30+ days ago
Customer Service (Part time)|U-Haul|St. John's, NL|Null|Null|Null
Automotive Detailer|Steele Honda|St. John's, NL|Null|Null|Null
Case Manager|The Gathering Place|St. John's, NL|Null|Null|Null
supervisor, residential construction|85242 Newfoundland and Labrador Inc.|Spaniard's Bay, NL|$36 an hour|Ensure health and safety regulations are followed.Train or arrange for training.Requisition or order materials, equipment and supplies.|Posted30+ days ago
Powerline Technician (PLT Apprentices May Apply)|Newfoundland Power|St. John's, NL|Null|Null|Null
Carpenter/carpenters helper|JHD Contracting Inc.|Paradise, NL|$21 an hour|Reading and interpreting blueprints, drawings and sketches.Building foundations, installing floor beams, laying sub-flooring and installing walls and roofing…|Posted17 days ago
Agent ou agente de services au paiement, Centres d'appels -...|Emploi et Développement social Canada|St. John's, NL•Temporarily Remote|$54,878 - $61,379 a year|L'agencement acceptable sera évalué en considérant le plus haut niveau de scolarité atteint et l'étendue et la richesse de l’expérience de travail et/ou la…|Posted30+ days ago
Budtender|Atlantic Cannabis|St. John's, NL+1 location|$13.75 an hour|Based out of either our Topsail Rd or Galway locations, Atlantic Cannabis is looking for a Budtender to develop long lasting relationships with our customers,…|Posted24 days ago
supervisor, residential construction|85242 Newfoundland and Labrador Inc.|Spaniard's Bay, NL|$36 an hour|Ensure health and safety regulations are followed.Train or arrange for training.Requisition or order materials, equipment and supplies.|Posted30+ days ago
Powerline Technician (PLT Apprentices May Apply)|Newfoundland Power|St. John's, NL|Null|Null|Null
Carpenter/carpenters helper|JHD Contracting Inc.|Paradise, NL|$21 an hour|Reading and interpreting blueprints, drawings and sketches.Building foundations, installing floor beams, laying sub-flooring and installing walls and roofing…|Posted17 days ago
Agent ou agente de services au paiement, Centres d'appels -...|Emploi et Développement social Canada|St. John's, NL•Temporarily Remote|$54,878 - $61,379 a year|L'agencement acceptable sera évalué en considérant le plus haut niveau de scolarité atteint et l'étendue et la richesse de l’expérience de travail et/ou la…|Posted30+ days ago
Budtender|Atlantic Cannabis|St. John's, NL+1 location|$13.75 an hour|Based out of either our Topsail Rd or Galway locations, Atlantic Cannabis is looking for a Budtender to develop long lasting relationships with our customers,…|Posted24 days ago
Dishwasher|Blue On Water|St. John's, NL|$13 an hour|The shifts would be Saturday morning 10:00AM to 4:00PM and Sunday morning 10:00 AM to 4:00 PM.|Posted29 days ago
Data Entry Clerk/Receptionist|Downhome Publishing Inc.|St. John's, NL|Null|Null|Null
newCash/Office Manager|Moxie's|St. John's, NL|Null|Null|Null
PROJECT MANAGER|Memorial University of Newfoundland|St. John's, NL|$71,852 - $93,139 a year|Duties include working with project sponsors and internal and external stakeholders throughout all stages of project development and execution, initiating,…|Posted13 days ago
newParts Person|Coastal Outdoors|Clarenville, NL|Null|Null|Null
Red Seal Technicians & Apprentices|Parkway Hyundai|Corner Brook, NL|Null|Null|Null
newRemote Systems Administrator|Change Healthcare|Newfoundland and Labrador•Remote|Null|Null|Null
Aerie - Brand Ambassador (Sales Associate) - Canada|American Eagle Outfitters|St. John's, NL|Null|Null|Null
Service Writers|Pit Crew|St. John's, NL|Null|Null|Null
vice-president, finance - mining company|Gold Island Inc.|Bishop's Falls, NL|$175,000 - $200,000 a year|Establish financial and administrative controls; formulate and approve promotional campaigns; and approve overall human resources planning.|Posted30+ days ago
